Airline,Price,Start_Day,Start_time,take_place,End_time,destination,flight_time,transit,total_time_hour,End_day,Is_Transit,Is_VietJet_Air,Is_Vietnam_Airlines,Is_Bamboo_Airways,Is_Vietravel_Airlines,Id_Plane
VietJet Air,2474203,06-02-2026,07:05,DAD,19:30,PQC,12h 25m,"1 điểm dừng
Tự trung chuyển",12.42,06-02-2026,0,0,0,0,0,2921
VietJet Air,2474203,06-02-2026,22:30,DAD,10:55,PQC,12h 25m,"1 điểm dừng
Tự trung chuyển",12.42,07-02-2026,0,0,0,0,0,2922
VietJet Air,2474203,07-02-2026,08:05,DAD,12:40,PQC,4h 35m,"1 điểm dừng
Tự trung chuyển",4.58,07-02-2026,0,0,0,0,0,2923
VietJet Air,2474203,07-02-2026,14:20,DAD,19:30,PQC,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,07-02-2026,0,0,0,0,0,2924
VietJet Air,2474203,07-02-2026,07:05,DAD,12:40,PQC,5h 35m,"1 điểm dừng
Tự trung chuyển",5.58,07-02-2026,0,0,0,0,0,2925
VietJet Air,2474203,07-02-2026,07:00,DAD,12:40,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,07-02-2026,0,0,0,0,0,2926
VietJet Air,2474203,07-02-2026,13:10,DAD,19:30,PQC,6h 20m,"1 điểm dừng
Tự trung chuyển",6.33,07-02-2026,0,0,0,0,0,2927
VietJet Air,2474203,07-02-2026,09:15,DAD,16:00,PQC,6h 45m,"1 điểm dừng
Tự trung chuyển",6.75,07-02-2026,0,0,0,0,0,2928
VietJet Air,2474203,07-02-2026,12:25,DAD,19:30,PQC,7h 5m,"1 điểm dừng
Tự trung chuyển",7.08,07-02-2026,0,0,0,0,0,2929
VietJet Air,2474203,07-02-2026,08:05,DAD,16:00,PQC,7h 55m,"1 điểm dừng
Tự trung chuyển",7.92,07-02-2026,0,0,0,0,0,2930
VietJet Air,2474203,07-02-2026,07:05,DAD,16:00,PQC,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,07-02-2026,0,0,0,0,0,2931
VietJet Air,2474203,07-02-2026,07:00,DAD,16:00,PQC,9h 0m,"1 điểm dừng
Tự trung chuyển",9.0,07-02-2026,0,0,0,0,0,2932
VietJet Air,2474203,07-02-2026,09:15,DAD,19:30,PQC,10h 15m,"1 điểm dừng
Tự trung chuyển",10.25,07-02-2026,0,0,0,0,0,2933
VietJet Air,2474203,07-02-2026,08:05,DAD,19:30,PQC,11h 25m,"1 điểm dừng
Tự trung chuyển",11.42,07-02-2026,0,0,0,0,0,2934
VietJet Air,2474203,07-02-2026,07:05,DAD,19:30,PQC,12h 25m,"1 điểm dừng
Tự trung chuyển",12.42,07-02-2026,0,0,0,0,0,2935
VietJet Air,2474203,07-02-2026,07:00,DAD,19:30,PQC,12h 30m,"1 điểm dừng
Tự trung chuyển",12.5,07-02-2026,0,0,0,0,0,2936
VietJet Air,2621239,07-02-2026,22:30,DAD,07:25,PQC,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,08-02-2026,0,0,0,0,0,2937
VietJet Air,2621239,07-02-2026,21:15,DAD,07:25,PQC,10h 10m,"1 điểm dừng
Tự trung chuyển",10.17,08-02-2026,0,0,0,0,0,2938
VietJet Air,2621239,07-02-2026,22:30,DAD,10:55,PQC,12h 25m,"1 điểm dừng
Tự trung chuyển",12.42,08-02-2026,0,0,0,0,0,2939
VietJet Air,2621239,07-02-2026,18:25,DAD,07:25,PQC,13h 0m,"1 điểm dừng
Tự trung chuyển",13.0,08-02-2026,0,0,0,0,0,2940
VietJet Air,2621239,07-02-2026,21:15,DAD,10:55,PQC,13h 40m,"1 điểm dừng
Tự trung chuyển",13.67,08-02-2026,0,0,0,0,0,2941
VietJet Air,2621239,07-02-2026,18:25,DAD,10:55,PQC,16h 30m,"1 điểm dừng
Tự trung chuyển",16.5,08-02-2026,0,0,0,0,0,2942
VietJet Air,2621239,08-02-2026,14:20,DAD,19:30,PQC,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,08-02-2026,0,0,0,0,0,2943
VietJet Air,2621239,08-02-2026,13:10,DAD,19:30,PQC,6h 20m,"1 điểm dừng
Tự trung chuyển",6.33,08-02-2026,0,0,0,0,0,2944
VietJet Air,2621239,08-02-2026,12:25,DAD,19:30,PQC,7h 5m,"1 điểm dừng
Tự trung chuyển",7.08,08-02-2026,0,0,0,0,0,2945
VietJet Air,2621239,08-02-2026,14:20,DAD,22:00,PQC,7h 40m,"1 điểm dừng
Tự trung chuyển",7.67,08-02-2026,0,0,0,0,0,2946
VietJet Air,2621239,08-02-2026,08:05,DAD,16:00,PQC,7h 55m,"1 điểm dừng
Tự trung chuyển",7.92,08-02-2026,0,0,0,0,0,2947
VietJet Air,2621239,08-02-2026,13:10,DAD,22:00,PQC,8h 50m,"1 điểm dừng
Tự trung chuyển",8.83,08-02-2026,0,0,0,0,0,2948
VietJet Air,2621239,08-02-2026,07:05,DAD,16:00,PQC,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,08-02-2026,0,0,0,0,0,2949
VietJet Air,2621239,08-02-2026,22:30,DAD,07:25,PQC,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,09-02-2026,0,0,0,0,0,2950
VietJet Air,2621239,08-02-2026,07:00,DAD,16:00,PQC,9h 0m,"1 điểm dừng
Tự trung chuyển",9.0,08-02-2026,0,0,0,0,0,2951
VietJet Air,2621239,08-02-2026,12:25,DAD,22:00,PQC,9h 35m,"1 điểm dừng
Tự trung chuyển",9.58,08-02-2026,0,0,0,0,0,2952
VietJet Air,2621239,08-02-2026,08:05,DAD,19:30,PQC,11h 25m,"1 điểm dừng
Tự trung chuyển",11.42,08-02-2026,0,0,0,0,0,2953
VietJet Air,2621239,08-02-2026,07:05,DAD,19:30,PQC,12h 25m,"1 điểm dừng
Tự trung chuyển",12.42,08-02-2026,0,0,0,0,0,2954
VietJet Air,2621239,08-02-2026,22:30,DAD,10:55,PQC,12h 25m,"1 điểm dừng
Tự trung chuyển",12.42,09-02-2026,0,0,0,0,0,2955
VietJet Air,2621239,08-02-2026,07:00,DAD,19:30,PQC,12h 30m,"1 điểm dừng
Tự trung chuyển",12.5,08-02-2026,0,0,0,0,0,2956
VietJet Air,2621239,08-02-2026,18:25,DAD,07:25,PQC,13h 0m,"1 điểm dừng
Tự trung chuyển",13.0,09-02-2026,0,0,0,0,0,2957
VietJet Air,2621239,08-02-2026,08:05,DAD,22:00,PQC,13h 55m,"1 điểm dừng
Tự trung chuyển",13.92,08-02-2026,0,0,0,0,0,2958
VietJet Air,2621239,08-02-2026,22:30,DAD,12:40,PQC,14h 10m,"1 điểm dừng
Tự trung chuyển",14.17,09-02-2026,0,0,0,0,0,2959
VietJet Air,2621239,08-02-2026,07:05,DAD,22:00,PQC,14h 55m,"1 điểm dừng
Tự trung chuyển",14.92,08-02-2026,0,0,0,0,0,2960
VietJet Air,2621239,08-02-2026,07:00,DAD,22:00,PQC,15h 0m,"1 điểm dừng
Tự trung chuyển",15.0,08-02-2026,0,0,0,0,0,2961
VietJet Air,2621239,08-02-2026,18:25,DAD,10:55,PQC,16h 30m,"1 điểm dừng
Tự trung chuyển",16.5,09-02-2026,0,0,0,0,0,2962
VietJet Air,2621239,09-02-2026,08:05,DAD,12:40,PQC,4h 35m,"1 điểm dừng
Tự trung chuyển",4.58,09-02-2026,0,0,0,0,0,2963
VietJet Air,2621239,09-02-2026,14:20,DAD,19:30,PQC,5h 10m,"1 điểm dừng
Tự trung chuyển",5.17,09-02-2026,0,0,0,0,0,2964
VietJet Air,2621239,09-02-2026,07:05,DAD,12:40,PQC,5h 35m,"1 điểm dừng
Tự trung chuyển",5.58,09-02-2026,0,0,0,0,0,2965
VietJet Air,2621239,09-02-2026,07:00,DAD,12:40,PQC,5h 40m,"1 điểm dừng
Tự trung chuyển",5.67,09-02-2026,0,0,0,0,0,2966
VietJet Air,2621239,09-02-2026,09:15,DAD,16:00,PQC,6h 45m,"1 điểm dừng
Tự trung chuyển",6.75,09-02-2026,0,0,0,0,0,2967
VietJet Air,2621239,09-02-2026,12:25,DAD,19:30,PQC,7h 5m,"1 điểm dừng
Tự trung chuyển",7.08,09-02-2026,0,0,0,0,0,2968
VietJet Air,2621239,09-02-2026,07:05,DAD,16:00,PQC,8h 55m,"1 điểm dừng
Tự trung chuyển",8.92,09-02-2026,0,0,0,0,0,2969
VietJet Air,2621239,09-02-2026,07:00,DAD,16:00,PQC,9h 0m,"1 điểm dừng
Tự trung chuyển",9.0,09-02-2026,0,0,0,0,0,2970
