hotel_name,location,price,score_hotels,number_rating,star_number,received_time,giveback_time,from_center,popular_destination,hotel_link,hotel_city,hotel_id,start_clean
Wyndham Garden Grandworld Phu Quoc,"Bai Dai, Ganh Dau, xã Gành Dầu, Phú Quốc, Tỉnh Kiên Giang, Việt Nam, 92000",1278659,8.7,61.0,3,Từ 14:00,Trước 12:00,1.24,"VinWonders Phú Quốc, Bệnh viện quốc tế Vinmec Phú Quốc",https://www.traveloka.com/vi-vn/hotel/detail?spec=10-04-2025.11-04-2025.1.1.HOTEL.9000001152652.Wyndham%20Garden%20Grandworld%20Phu%20Quoc.1&contexts=%7B%22inventoryRateKey%22%3A%22r%2F4%2FIbSpsApptn70HsOVHP1%2Bi1SHhkRa3idkrzICNj4dEvvW%2BsMTfF0LL0XINC9JTN2Xg7nu8QiBwpOY63%2FuW%2FsiEbiy2n3yBgneU5TLRjIa7aLchboS7wdNkBRjAqgQL8Wgf%2Fmzqcmw3PrdUN%2BC4uT3cmC%2BBzZqbR8W%2FZADv0rcLzwFIvhl3NGqhf0y7SOqNmX2a2c1wvaFbjESkCBi8PVVk7s9Hj1SVeLUHEDukgopQcnindWv1Y071wOXHefzhiBWHz0y%2F4E2rnjDpR%2BYAWWyoEJq6oPJO66jaJD%2Bm5%2FWqPYxQhAqYXrDxPqDyU7BdeO0nXTJ3aZm05Zx67KIyeitvrpvZ6X66qo9fw0xWVOYQBC9IydWggD2lky1Dxl7KzDxbWiRiHHXubCCxNi4O4TGpvhKXBJc1PnVUrBgSaBBpm91DpTdLg%2B%2FzK6QY%2FIK2ysLN3tblAKH%2BvyjXFBMJ5SXPyiRiyINRSJebpAT%2FuvURJX%2FCKB6CSBNWTwxc45KLlzKWatPCX7sBY%2FFYN0oPc7JnywioxWNAhqvFD3QVJCFA%2BI5K2Gs23CIuPvYfH1Id%2BZr9FrhyJcCCaAkYrjTEHzSpIUrAjzVsYIyRcWotPcTq%2BynELKUrzF%2BczKMeBIu9IfCtZLIdw%2FiWfgp7sw0I9PxlhCWaVm%2FDpDYe0hwrSKib4hd7Ly7OAyf0xeEH5ZA1iFchgkZB3dWyV6eVdsQTvT%2FXJgfJZyTw%2Bey%2Fh2Nkzl1vGfwc%2Fa6je1%2FUK8bvqdGC98nkQqIVnl5Z7IMLOwugB2NImDS%2FKpcXvMJfS%2FxCXWekNZ6XkSCKMgPHe1ZUCnYKxMgZNXLpKlwQtcztgiGx0AIoKI4xGt0cfD41ft00ycAf1x0WDLN2bM8uOnBR%2FF3UE6BF1DEmC4fTwCAYmdFsLtTdDijyWv9%2FdQaWOu%2F%2BaV1AXFlgkERJGPNMra0W94ZrVpY%2BNzmFBKHzfjRyrZ8HyQ1TmNCyx23SUvLsDl4i2Yg55K56wgSQ09MJyyqrRW7PPu2%2BG4Vw%2FzsZM%2Bgac%2FgPhL2d3DpZYCo%2FJPRpCIcd3QhFK%2Fu4%2BAXFCC%2BKRXwCWeRRcUqkLv9sw1r2lxJH%2FjVRr26PedDbAfMrfFzJ2fkr5pEKDqBt4bTFml7ICgcyMA00SH8birCIDtrMSx1SOGmv83e8rh4%2BbXsg1ui2swypsAf0Osz3ASMCPtQaT4t9cERvyXf0ZhQfuriXfVbtu1c3w%3D%3D%22%7D&loginPromo=1&prevSearchId=1829021088209730428,Phú Quốc,1,4
VARIA Hotel,"Số 5, đường 30/4, Thị trấn Dương Đông, Phú Quốc, Tỉnh Kiên Giang, Việt Nam, 922200",780247,8.4,325.0,3,Từ 14:00,Trước 12:00,0.412,Miếu Dinh Cậu,https://www.traveloka.com/vi-vn/hotel/detail?spec=10-04-2025.11-04-2025.1.1.HOTEL.3000020021019.VARIA%20Hotel.1&contexts=%7B%22inventoryRateKey%22%3A%22r%2F4%2FIbSpsApptn70HsOVHP1%2Bi1SHhkRa3idkrzICNj4dEvvW%2BsMTfF0LL0XINC9JCXkb0Q6PGZmJ81yVHv6QFvsiEbiy2n3yBgneU5TLRjIa7aLchboS7wdNkBRjAqgQL8Wgf%2Fmzqcmw3PrdUN%2BC4uT3cmC%2BBzZqbR8W%2FZADv0rcLzwFIvhl3NGqhf0y7SOqMEE2nAHZTMWfGFy7lIaEoM57aW%2B3R67PS2GnHWyO0LYdZQ%2Bmo27xejTh5Oc4izw39PCWSVDKwnP%2FUeFnHAmHq0P1a2C211JkQoCvOnw%2FXAF26T8o790RIclYDsF7jT9%2BcrFY9oFTmI%2BuhAf1m4i0MVHpZVRIFD9DlFIbdAy0DH2Ulz8okYsiDUUiXm6QE%2F7rAGwnKnQ%2B4So7Ts9WKEkqXQj7%2B27F7uEEucGeuT0fXsi40XyRCMXy%2F3wF9p6vrY58lCuXfyY2wfqWtZqBaBtquf6a1dUDSd7kVhs5Lrg1wopJH4k0a0SAgx1IUZWOFzSvsCMlHj9g2kDrLXfFuGm%2Ff1rhPzYhp3IlMy4acsOGb86suGfLA98M%2FWOnx4Pz2nQdqzrhfvwLA3kpmSh0DI7WoI9JaqK7EBYysiqCGgHHk3bocO54gVsz8pphB6YfDcCFK5OAJGG4HA%2Fwzg6q2s9QnWetU4wLvY4ppm1AtLqgbRuxuwFEfAXwXWrZC858UUy6pN5YdI0ffFT0pWyzlQmi4fNo8gCHUnTZgGR2J1TDOaKtdxYaYP2JkHvrqFLIT5YdFNPey1P2y0SHQcywexj%2FYBqoKaN%2FRXEwNWlxuPDGjQUqbNxpkkKDcfGBBfT%2BSpQfUOr8NzpeKe1Z7DzomKtZuWkervjyMh%2BIaj9g0F7KwkN27V862wvMObkb6MyjADcNZ4d%2BXTHeHbxezq%2BT5G0TpDjM4fcNDUGm2KTQnR%2B%2B4j%2B8J5%2F6VN5EDT%2FErzgWoFN3esc0NDDp1Dr86OXmFzr9fg7ZSCMZ7qzulaTlbvSEfvZzJ6UsgLw9fpdXTqtFLfTMtozSFxyYQkzwiH7w%2BXDvj7LxC6VZPfkYeREumoct5C18Krcgf0H5k0uxoyr1z74Qehv3mloSsYzf0jI6KrpzKRAdF92NFpyk6wLvwBDdUgLLyO0Wh2ZxHg1FAy1fiW02GfY46FxOGtC1i3rktXeAqMmEh780bmr1Q%2BL%2BAEoledvCsWTtPIDnaEqN5YOJYNmL%22%7D&loginPromo=1&prevSearchId=1829021088209730428,Phú Quốc,2,3
The Palmy Phu Quoc Resort & Spa,"Trần Hưng Đạo, Thị trấn Dương Đông, Phú Quốc, Tỉnh Kiên Giang, Việt Nam, 920000",1067019,7.9,795.0,3,Từ 14:00,Trước 12:00,0.709,"Bãi biển Phú Quốc, Chùa Sư Muôn",https://www.traveloka.com/vi-vn/hotel/detail?spec=10-04-2025.11-04-2025.1.1.HOTEL.3000020008174.The%20Palmy%20Phu%20Quoc%20Resort%20%26%20Spa.1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdU41Bylvj7%2F%2FvUIafxcp%2FoPS5f39katDpFtVPds4OyelGfwxXnYiRzoxM4HX9sDmt9%2FAm1AYn3MeGz8Xcpq5hCtgkoYhCABuc4UBUJdDpIzcBkjYFe7E9Hsd3uMKwzSkUl5pNkVNrbZlWauR9OJSMSOgTUF8uPIIQL0rCSb9XNHrU1O0f3vRlcvacnPqm5eiwVlojraceyKrNRmvJY3C4ARNvmzpKB3IJycdCcd%2FTPv9xWiOtpx7Iqs1Ga8ljcLgBExRMjY4RH8ng%2Faj%2BIjo4bwp%2FnUKXTSeVIumnRcdMEOmBfxXLpN9NzYDkzG6nWjQ1mEATIl8%2FdgQRiobOr6QO6V%2FKo1BXW%2FJkJ5LHeX6ARI0SYyy5UY%2F5bwRNgLni89MVYtXug%2Bqalqkc7m%2F4k63hKPsvhMidR7JgVPQLUKQs1d1HuVLzX8vfXj4S6fb9fpgNaPpXC9X9H%2Frdi9jTOJtQRXGCTnv9NmZKzdli2KxnUPpQswqryoYlpdFCVMK5lzh5%2BA0lc2mxRDNQ3Zr3ecnbejUDNTlVzghMERbWZuqiIMvM7W8LTsciy%2BJjPAfK4M21UMi5IXXgs9oSC%2B0UQlp85XfoIAeNMrHJRlXAmThSKvhc9W0%2FmnnDYUN9rvVcZPOQkdJIGNP89PvMH6cY4JD%2BWRLU8UeDYm3HAb1SsCQQzPsU8Mnwm1nP5f7C0DpLodvcGuxfZrbeu3XKEzDqinA9sOvS0ie6p81rH%2FumfHhljS9IC98nkQqIVnl5Z7IMLOwugB2NImDS%2FKpcXvMJfS%2FxCXWekNZ6XkSCKMgPHe1ZUCnYKxMgZNXLpKlwQtcztgiGx0AIoKI4xGt0cfD41ft00ycAf1x0WDLN2bM8uOnBR%2FF3UE6BF1DEmC4fTwCAYmdFsLtTdDijyWv9%2FdQaWOu%2F%2BaUjgSjOAqGMvLi%2B3UI6xQ7QGX9vjvQtPJBGCEZGq6mdYQjAkngSYK5n732p9zHJa4xwvPNWvSGjepa6lC890tVHhs4c%2Fk8XLAqFNQT%2Bn9z0E5%2FoY2jl3OxcZm4xTlGmKKn2RaAs6gD37IWYpBNhhdd%2B9hHSzH8S2Y32yZ8aqcSknAAx970w37QkGQ%2FDld8bpxx7YHsOv3U6yr3Er8izzOIp3PJwzC9NYM1dNxrUktkgEOmQOUL%2FZmx1Ww1J0jaj6wpFxSqQu%2F2zDWvaXEkf%2BNVGBuzSQ9gaMx%2BrXmAkGdm8ug%3D%3D%22%7D&loginPromo=1&prevSearchId=1829021088209730428,Phú Quốc,3,4
Vinholidays Fiesta Phú Quốc,"Bãi Dài, Gành Dầu, xã Gành Dầu, Phú Quốc, Tỉnh Kiên Giang, Việt Nam, 920000",1274513,8.6,762.0,3,Từ 14:00,Trước 12:00,0.913,"VinWonders Phú Quốc, Bệnh viện quốc tế Vinmec Phú Quốc",https://www.traveloka.com/vi-vn/hotel/detail?spec=10-04-2025.11-04-2025.1.1.HOTEL.9000000890249.Vinholidays%20Fiesta%20Ph%C3%BA%20Qu%E1%BB%91c.1&contexts=%7B%22inventoryRateKey%22%3A%22r%2F4%2FIbSpsApptn70HsOVHP1%2Bi1SHhkRa3idkrzICNj4dEvvW%2BsMTfF0LL0XINC9J2hbl082AO3sAmTaAs8yaAfsiEbiy2n3yBgneU5TLRjIa7aLchboS7wdNkBRjAqgQL8Wgf%2Fmzqcmw3PrdUN%2BC4uT3cmC%2BBzZqbR8W%2FZADv0rcLzwFIvhl3NGqhf0y7SOqvwaP%2BppxF8oKSVJwA%2B%2BEYNoB9ZXEcJ%2F1px5roxajK0opQcnindWv1Y071wOXHefzhiBWHz0y%2F4E2rnjDpR%2BYAWWyoEJq6oPJO66jaJD%2Bm5%2FWqPYxQhAqYXrDxPqDyU7BdeO0nXTJ3aZm05Zx67KIyeitvrpvZ6X66qo9fw0xWVOYQBC9IydWggD2lky1Dxl7KzDxbWiRiHHXubCCxNi4O4TGpvhKXBJc1PnVUrBgSaBBpm91DpTdLg%2B%2FzK6QY%2FIK2ysLN3tblAKH%2BvyjXFBMJ5SXPyiRiyINRSJebpAT%2FuvURJX%2FCKB6CSBNWTwxc45KLlzKWatPCX7sBY%2FFYN0oPc7JnywioxWNAhqvFD3QVJCFA%2BI5K2Gs23CIuPvYfH1Id%2BZr9FrhyJcCCaAkYrjTEHzSpIUrAjzVsYIyRcWotPcTq%2BynELKUrzF%2BczKMeBIu9IfCtZLIdw%2FiWfgp7sw0I9V3QWMM4jgdCn%2FHgDSR7eoP4L4nuRYzhLGJinn5h3ARoQ4gWfNYFZ45UFI7gUFK8PT%2FXJgfJZyTw%2Bey%2Fh2Nkzl1vGfwc%2Fa6je1%2FUK8bvqdGC98nkQqIVnl5Z7IMLOwugB2NImDS%2FKpcXvMJfS%2FxCXWekNZ6XkSCKMgPHe1ZUCnYKxMgZNXLpKlwQtcztgiGx0AIoKI4xGt0cfD41ft00ycAf1x0WDLN2bM8uOnBR%2FF3UE6BF1DEmC4fTwCAYmdFsLtTdDijyWv9%2FdQaWOu%2F%2BaUSkBacI4vg%2BwPfogpC1vpfIRK1q3oaxnbnWc57V95cmAzA5W8uxp9fKgGvOkCQFnpwvPNWvSGjepa6lC890tVHm5h1XSXUND8ij0W2NcXwXxL2d3DpZYCo%2FJPRpCIcd3QhFK%2Fu4%2BAXFCC%2BKRXwCWeRRcUqkLv9sw1r2lxJH%2FjVRr26PedDbAfMrfFzJ2fkr5pEKDqBt4bTFml7ICgcyMA00SH8birCIDtrMSx1SOGmv83e8rh4%2BbXsg1ui2swypsAf0Osz3ASMCPtQaT4t9cERvyXf0ZhQfuriXfVbtu1c3w%3D%3D%22%7D&loginPromo=1&prevSearchId=1829021088209730428,Phú Quốc,4,4
Wyndham Grand Phú Quốc,"Bãi Dài, Gành Dầu, xã Gành Dầu, Phú Quốc, Tỉnh Kiên Giang, Việt Nam, 92000",2018519,8.6,772.0,3,Từ 14:00,Trước 12:00,0.526,"VinWonders Phú Quốc, Bệnh viện quốc tế Vinmec Phú Quốc",https://www.traveloka.com/vi-vn/hotel/detail?spec=10-04-2025.11-04-2025.1.1.HOTEL.3000020012744.Wyndham%20Grand%20Ph%C3%BA%20Qu%E1%BB%91c.1&contexts=%7B%22inventoryRateKey%22%3A%22povEwB3ZzsU2C6pd%2B6MdUw6p4Oi4t9ianyz%2Fk%2Fcwm2311CO7H6V7lz3Ll0Hk3FkKfwxXnYiRzoxM4HX9sDmt9%2FAm1AYn3MeGz8Xcpq5hCtgkoYhCABuc4UBUJdDpIzcBkjYFe7E9Hsd3uMKwzSkUl5pNkVNrbZlWauR9OJSMSOg3Ecwbn2%2F2IuOUXTOX6qJUepUBGdhYFAywTScC2uLUa1ojraceyKrNRmvJY3C4ARNvmzpKB3IJycdCcd%2FTPv9xWiOtpx7Iqs1Ga8ljcLgBExRMjY4RH8ng%2Faj%2BIjo4bwp%2FnUKXTSeVIumnRcdMEOmBfxXLpN9NzYDkzG6nWjQ1mEATIl8%2FdgQRiobOr6QO6V%2FKo1BXW%2FJkJ5LHeX6ARI0SYyy5UY%2F5bwRNgLni89MVYtXug%2Bqalqkc7m%2F4k63hKPsvhMidR7JgVPQLUKQs1d1HuVLzX8vfXj4S6fb9fpgNaPpXC9X9H%2Frdi9jTOJtQRXGCTnv9NmZKzdli2KxnUPpQswqryoYlpdFCVMK5lzh5%2BA0lc2mxRDNQ3Zr3ecnbejUDNTlVzghMERbWZuqiIMvM7W8LTsciy%2BJjPAfK4M21UMi5IXXgs9oSC%2B0UQlp85XfoIAeNMrHJRlXAmThSKvhc9W0%2FmnnDYUN9rvVcZPOQkVXPfyry231dwbmqAvhbX0Emkf%2FQZ3vbPcJI7h3ER05h6WAMIazm6sxCj6KxqnN2c2cZJ6s3cwgsz%2FvYJOUnXewY%2BFf2b4lhR5jiP9lAJ%2BlxFNPey1P2y0SHQcywexj%2FYBqoKaN%2FRXEwNWlxuPDGjQUqbNxpkkKDcfGBBfT%2BSpQfUOr8NzpeKe1Z7DzomKtZuWkervjyMh%2BIaj9g0F7KwkN27V862wvMObkb6MyjADcNZ4d%2BXTHeHbxezq%2BT5G0TpDjM4fcNDUGm2KTQnR%2B%2B4j%2FyLhCkBGwZWkQb6yQP6RraWG24uy8WQOo%2F%2Fh50PdqvMCCpoy%2BK3HYLHEwMxqrdggpxybESr10H%2BiWQ2EoPRxtR8WPLnMDxTPOUsJVVGLFHhJ%2FoY2jl3OxcZm4xTlGmKKn2RaAs6gD37IWYpBNhhdd%2B9hHSzH8S2Y32yZ8aqcSknAAx970w37QkGQ%2FDld8bpxx7YHsOv3U6yr3Er8izzOIp3PJwzC9NYM1dNxrUktkgEOmQOUL%2FZmx1Ww1J0jaj6wpFxSqQu%2F2zDWvaXEkf%2BNVGBuzSQ9gaMx%2BrXmAkGdm8ug%3D%3D%22%7D&loginPromo=1&prevSearchId=1829021088209730428,Phú Quốc,5,4
The Shells Resort & Spa Phu Quoc,"Biển Gành Gió, Thị trấn Đông Dương, Thị trấn Dương Đông, Phú Quốc, Tỉnh Kiên Giang, Việt Nam",1814815,8.7,502.0,3,Từ 15:00,Trước 12:00,1.55,Phu Quoc Resort,https://www.traveloka.com/vi-vn/hotel/detail?spec=10-04-2025.11-04-2025.1.1.HOTEL.1000000458625.The%20Shells%20Resort%20%26%20Spa%20Phu%20Quoc.1&contexts=%7B%22inventoryRateKey%22%3A%22r%2F4%2FIbSpsApptn70HsOVHP1%2Bi1SHhkRa3idkrzICNj4dEvvW%2BsMTfF0LL0XINC9JWdI8%2Ff4HGhRwTaZTDb8lCPsiEbiy2n3yBgneU5TLRjIa7aLchboS7wdNkBRjAqgQL8Wgf%2Fmzqcmw3PrdUN%2BC4uT3cmC%2BBzZqbR8W%2FZADv0rcLzwFIvhl3NGqhf0y7SOqsZeDZV9IBqI%2FhP9ekr0xJx3bMGxWkGI9HAg6houTZSIpQcnindWv1Y071wOXHefzhiBWHz0y%2F4E2rnjDpR%2BYAWWyoEJq6oPJO66jaJD%2Bm5%2FWqPYxQhAqYXrDxPqDyU7BdeO0nXTJ3aZm05Zx67KIyeitvrpvZ6X66qo9fw0xWVOYQBC9IydWggD2lky1Dxl7KzDxbWiRiHHXubCCxNi4O4TGpvhKXBJc1PnVUrBgSaBBpm91DpTdLg%2B%2FzK6QY%2FIK2ysLN3tblAKH%2BvyjXFBMJ5SXPyiRiyINRSJebpAT%2FuvURJX%2FCKB6CSBNWTwxc45KLlzKWatPCX7sBY%2FFYN0oPc7JnywioxWNAhqvFD3QVJCFA%2BI5K2Gs23CIuPvYfH1Id%2BZr9FrhyJcCCaAkYrjTEHzSpIUrAjzVsYIyRcWotPcTq%2BynELKUrzF%2BczKMeBIu9IfCtZLIdw%2FiWfgp7sw0I0E882N%2BpXwq2%2B39fz1BJaYOkQ8pWfF4m7lrmHTFaJwK9dyaPNveYV0QN2aP9vPyTPT%2FXJgfJZyTw%2Bey%2Fh2Nkzl1vGfwc%2Fa6je1%2FUK8bvqdGC98nkQqIVnl5Z7IMLOwugB2NImDS%2FKpcXvMJfS%2FxCXWekNZ6XkSCKMgPHe1ZUCnYKxMgZNXLpKlwQtcztgiGx0AIoKI4xGt0cfD41ft00ycAf1x0WDLN2bM8uOnBR%2FF3UE6BF1DEmC4fTwCAYmdFsLtTdDijyWv9%2FdQaWOu%2F%2BaX9g6FVvpAhDNu4LTnYnjCGEO8%2Fs6sImkl6lnNBWwfMTeC%2Bw8WD%2FxwWUpbyAYgiYDNwvPNWvSGjepa6lC890tVHLaSE7BVLUgyL3jUMNTo%2FKRL2d3DpZYCo%2FJPRpCIcd3QhFK%2Fu4%2BAXFCC%2BKRXwCWeRRcUqkLv9sw1r2lxJH%2FjVRr26PedDbAfMrfFzJ2fkr5pEKDqBt4bTFml7ICgcyMA00SH8birCIDtrMSx1SOGmv83e8rh4%2BbXsg1ui2swypsAf0Osz3ASMCPtQaT4t9cERvyXf0ZhQfuriXfVbtu1c3w%3D%3D%22%7D&loginPromo=1&prevSearchId=1829021088209730428,Phú Quốc,6,4
La Festa Phú Quốc  Curio Collection by Hilton,"Sunset Town, An Thới, Phú Quốc, Tỉnh Kiên Giang, Việt Nam, 91000",5080400,9.3,6.0,3,Từ 15:00,Trước 12:00,0.376,"Phú Quốc Laundry, Cầu Hôn Phú Quốc, Thị trấn Hoàng Hôn Phú Quốc, Nhà tù Phú Quốc, Bãi Khem",https://www.traveloka.com/vi-vn/hotel/detail?spec=10-04-2025.11-04-2025.1.1.HOTEL.9000001086188.La%20Festa%20Ph%C3%BA%20Qu%E1%BB%91c%20%20Curio%20Collection%20by%20Hilton.1&contexts=%7B%22inventoryRateKey%22%3A%22nlhdC7VIRS8%2Fg2zTQbk8oKQCp%2FR2G3wHPNkDtDiuTxO098r5E3tDnxfuP02pmDg2IhtNDVKpZGyCvzSVkrw7l3Ov3fGEyuzPKumNlwlvXFfVdXBRxJnSD2bLxrzcfNowdRa99x8FJctd1ewuS%2FEnNhu3ZuZxcdHv2yFNeob7uQ%2FBLBhXuSAk2y%2BvhHWwzja14nOBw4eWSAofuXx6z%2BtfQ9%2BlBimkF7HtcV5ppDqh5VF0IPhSs6EXgU8GEEyvDeieio3%2BDg5ErsABDpt8mnNdDnQg%2BFKzoReBTwYQTK8N6J4d7vovKBaZLnVSrtlYJEETcuumsH9luZ6Fg0y0dvuznPEBrVioKQEuOs9bgryulyAMRK8zFLDOSRqbDARoT%2BppZxaaVnGvdlYJz7%2BE1gdgNRtsophqmZE52dhTxnvQUSMykIdvC%2BOJDeXDf29RnysSMrS4XqJO8iaRJiW22WBPoL1b2XPD%2F1DO8ivQ%2FoaCzVUZZsF4pl%2BZDLVaz7HYSNAovvBOX364iqlKj4DQXS3z0PUnj8w6nXwEKVzyVc%2Bf%2BlZpVdJTc7%2FBf9LuWhq6hhKi7H3IOWGps0EKw9YVQtJEZVngW5H2ScSxCLtOezoD%2BVywsq1wYilTQ5HvgOQp8RLocMVUkJ1vWHxH6Pz7wUkvTDPfzLETA%2F7VRk1%2FMZYd9RKRrLWahbWSgpKuTDOMavgpi38uCARN9MvuHTRDdInodeLNlxJ2vrVk5uH%2Bd2YJ9i3y%2F2XR3lKW3bqkDfbpqV%2Ba%2BZaTi%2B0pKwEKDaDS4m5HkN62xWmCoPnWTb%2Fxz2iTNnJZbTlQU1UZ7mP8OSE6O2QFd5pQ5%2BHw1J1TK6E5FeoT6fW56tRuSKGP9EXUkfPBvChYwlx0XWa8wDnyygtf7Crmp%2Fc6G6mL9eWogIEjTUT%2BvxdmjA0pqNs%2Fp6%2F2UetIeMx%2B0ACFTWJVhwkR%2By0sft0uKhbuK%2FcARcRAAI8Iaf2%2BxjL7b%2BOpfZJpixYe5AtDrFCp7gyXcV7RroHClfm%2F8OvYsB1t0%2F3Cqt%2BxXwGbsjzBuH2Z4fLSGou3khIhrK3YnQELDSrZUy7TZxVJFiHRiuom3tf7QYzQ4sLAOfXfEUMPlfJIR9CLuPEVXCCWW5LD8ss%2FSJhgOAOwpL9%2F%2FaTPAuvNADZBqHN2YzLB1%2BG6WkOQxXshVeY7XGpFm98E5cPDYq%2FDdCkUyeFRauEoYnEBlwgI8D0XpIJKemm5d1dV0TFRfxAa5ex3ZR6sv8DlFGXKFiM%3D%22%7D&loginPromo=1&prevSearchId=1829021088209730428,Phú Quốc,7,5
Maris Beach Hotel Phu Quoc,"152 Trần Hưng Đạo, Cửa Lấp, Dương Tơ, Thị trấn Dương Đông, Phú Quốc, Tỉnh Kiên Giang, Việt Nam, 92509",788061,7.9,50.0,3,14:00 - 23:00,06:00 - 12:00,1.02,"Bãi biển Phú Quốc, Chùa Sư Muôn",https://www.traveloka.com/vi-vn/hotel/detail?spec=10-04-2025.11-04-2025.1.1.HOTEL.9000000927704.Maris%20Beach%20Hotel%20Phu%20Quoc.1&contexts=%7B%22inventoryRateKey%22%3A%22EPSy2lMQRUbs4Z%2BpcPzDIdNKvmhJTIhZfSXkELrlZTZX4k5y%2F0WKYyAsMivTRnA2Poqhiw5Nrlo7Mh1GqRex9yV2uuL9IHBhWC3ICnfC3snoGIc%2BXoIlOirwYN2CgpSy96w7YY%2FIU42kH%2FWt0s4Sp0aNDlNJU7guTzcLwNpKQAYoeD3Op2bVCZ3CbCFime%2B1QGGWfOJGLr7NK9rYE2qMD9HN2zGk2gJG6MVtuazneEAY3gRMDK6cvkI51vxf%2FtFJpvmNelRhDsDHrlmocZQkjQ2tJ8IwPKntyc%2FAI9QXw32xHyU8yV%2B40vC9x6JM3ax3mZhSaLy7Q9Afjp9uTXMdhzfX3qSirnEMLra3uric76pZOdz2AqB%2B99Mj5MA1okKl%2FprV1QNJ3uRWGzkuuDXCipEhDIodI2ItHuPmtb2Ug2vOgTdfMhQVzaIrflecT2IvRcqlLQ4C9%2BSiAnnLwGEbO%2B3zOWxhy%2FitcfEkqM8pcgt0UcEu3JJRIxMtYk%2FQpEgGuMI%2BQrFd0LIfcs6wgo%2FUolMbWKBgfdCgK4DPQnsziPhn6EtW36qS6%2BaD4HTz38lcLPrBWfnRS%2BSo3erxJMhFrh9ADS0%2F9YMIS2UBNZn8R1oGaT4nCUP1NHiD6HATC81T4OKzPFzsZWQfvgFJKqwb7DCW%2BfXNpVu%2B4ilZmK9M5COO2sjYffRoL4h%2BJeRcazqLVzqcNYXw6Z7%2F7Et7N2Bqgg51Yx6uB0ux%2BjpwjdGp3OTv0yS1cLRYMgLjH7SSmzGvswoxISt%2Fb8rPLQqc7EoASJWPwQcSYiRigKqFxARRmSwBL47603ff4PYeXurqqFFWXfpTq5Qxq9vpiOnE8NBDuF%2Bg2%2BioRutiR7TZaOeQs9KE7Iqws3eQ1NItpkkW085pMiZEU9QklI77%2FEtdvqXNr2shkCbhK%2Bo5dXDqFvbvsQtYKQYGMe%2Bp%2FOdtZHmt8o7MZNY6Aw%2BiFo%2FFy%2BnGIVnQJ7wEa6S3P5AiwiVG8rpEDwrH8Ly1tt9CO4UFeP%2FZ%2FpYhHCJPvU6Sd4u%2FFOi4UW4E79BbOeHgaBhfT1gAkuyMuwUTP7UEjErPBoBUD9spJu%2FLq1FrU0tiKbCMYgj5%2Bl23CXH3XzK%2FfjffbChFfNJfB0ZPazl0%2Fy0eR7LDz3zvJgIOPZAFirqF6D%2Bs8h%2FlSt%2BWSqZsgYi6d496ncP3bGHidQlp3DJwklIOQ%2FWudE6ZXMkGg09tElvb9Oxn%2B35sM1ADohLpytdJYAu%2FHlcZcXbDPrM%3D%22%7D&loginPromo=1&prevSearchId=1829021088209730428,Phú Quốc,8,3
